locationId,parameter,date,value_mgL,units
NL42_MPN1503,Ntot,2020-09-07,4.1,mg/l
NL42_MPN1503,Ntot,2020-10-13,5.4,mg/l
NL42_MPN1503,Ntot,2020-11-06,2.8,mg/l
NL42_MPN1503,Ntot,2020-12-02,3.6,mg/l
NL42_MPN1503,Ntot,2021-01-07,8.6,mg/l
NL42_MPN1503,Ntot,2021-02-16,14,mg/l
NL42_MPN1503,Ntot,2021-03-10,4.9,mg/l
NL42_MPN1503,Ntot,2021-04-08,2.8,mg/l
NL42_MPN1503,Ntot,2021-05-04,2.4,mg/l
NL42_MPN1503,Ntot,2021-06-02,3.5,mg/l
NL42_MPN1503,Ntot,2021-07-01,4.2,mg/l
NL42_MPN1503,Ntot,2021-08-05,6.6,mg/l
NL42_MPN1503,Ntot,2021-09-01,7,mg/l
NL42_MPN1503,Ntot,2021-10-07,8.8,mg/l
NL42_MPN1503,Ntot,2021-11-01,4.7,mg/l
NL42_MPN1503,Ntot,2021-12-03,14,mg/l
NL42_MPN1503,Ntot,2022-01-04,9.7,mg/l
NL42_MPN1503,Ntot,2022-02-09,11,mg/l
NL42_MPN1503,Ntot,2022-03-07,6.4,mg/l
NL42_MPN1503,Ntot,2022-04-07,1.6,mg/l
NL42_MPN1503,Ntot,2022-05-10,2.4,mg/l
NL42_MPN1503,Ntot,2022-06-07,4,mg/l
NL42_MPN1503,Ntot,2022-07-04,4.7,mg/l
NL42_MPN1503,Ntot,2022-08-02,1.6,mg/l
NL42_MPN1503,Ntot,2022-09-01,2.2,mg/l
NL42_MPN1503,Ntot,2022-10-05,8.1,mg/l
NL42_MPN1503,Ntot,2022-11-04,2.4,mg/l
NL42_MPN1503,Ntot,2022-12-02,13,mg/l
NL42_MPN1503,Ntot,2023-01-13,9,mg/l
NL42_MPN1503,Ntot,2023-02-01,8.1,mg/l
NL42_MPN1503,Ntot,2023-03-01,7.7,mg/l
NL42_MPN1503,Ntot,2023-04-04,13,mg/l
NL42_MPN1503,Ntot,2023-05-02,2,mg/l
NL42_MPN1503,Ntot,2023-06-01,3.6,mg/l
NL42_MPN1503,Ntot,2023-07-03,6.3,mg/l
NL42_MPN1503,Ntot,2023-08-03,4.1,mg/l
NL42_MPN1503,Ntot,2023-09-01,1.3,mg/l
NL42_MPN1503,Ntot,2023-10-03,8.1,mg/l
NL42_MPN1503,Ntot,2023-11-03,9.3,mg/l
NL42_MPN1503,Ntot,2023-12-04,9,mg/l
NL42_MPN1503,Ntot,2024-02-27,8,mg/l
NL42_MPN1503,Ntot,2024-03-08,5.4,mg/l
NL42_MPN1503,Ntot,2024-04-11,3.9,mg/l
NL42_MPN1503,Ntot,2024-04-30,3.7,mg/l
NL42_MPN1503,Ntot,2024-05-17,9.5,mg/l
NL42_MPN1503,Ntot,2024-06-17,2.3,mg/l
NL42_MPN1503,Ntot,2024-07-11,12,mg/l
NL42_MPN1503,Ntot,2024-08-13,3.8,mg/l
NL42_MPN1503,Ntot,2024-09-10,4.8,mg/l
NL42_MPN1503,Ntot,2024-10-08,2.9,mg/l
NL42_MPN1503,Ntot,2024-11-06,5.8,mg/l
NL42_MPN1503,Ntot,2024-11-21,11,mg/l
NL42_MPN1503,Ntot,2024-12-19,4.5,mg/l
NL42_MPN1503,Ptot,1991-01-23,0.26,mg/l
NL42_MPN1503,Ptot,1991-02-26,0.04,mg/l
NL42_MPN1503,Ptot,1991-03-26,0.15,mg/l
NL42_MPN1503,Ptot,1991-04-24,0.26,mg/l
NL42_MPN1503,Ptot,1991-05-23,1.9,mg/l
NL42_MPN1503,Ptot,1991-06-27,2.1,mg/l
NL42_MPN1503,Ptot,1991-07-26,0.53,mg/l
NL42_MPN1503,Ptot,1991-08-19,3.3,mg/l
NL42_MPN1503,Ptot,1991-09-23,2,mg/l
NL42_MPN1503,Ptot,1991-10-21,1.8,mg/l
NL42_MPN1503,Ptot,1991-11-19,0.34,mg/l
NL42_MPN1503,Ptot,1991-12-17,0.3,mg/l
NL42_MPN1503,Ptot,1994-01-11,0.06,mg/l
NL42_MPN1503,Ptot,1994-02-08,0.005,mg/l
NL42_MPN1503,Ptot,1994-03-08,0.1,mg/l
NL42_MPN1503,Ptot,1994-04-13,0.14,mg/l
NL42_MPN1503,Ptot,1994-05-09,0.84,mg/l
NL42_MPN1503,Ptot,1994-06-08,0.12,mg/l
NL42_MPN1503,Ptot,1994-07-11,1.87,mg/l
NL42_MPN1503,Ptot,1994-08-10,2.97,mg/l
NL42_MPN1503,Ptot,1994-09-06,0.46,mg/l
NL42_MPN1503,Ptot,1994-10-11,0.73,mg/l
NL42_MPN1503,Ptot,1994-11-08,0.36,mg/l
NL42_MPN1503,Ptot,1994-12-06,0.34,mg/l
NL42_MPN1503,Ptot,1997-03-10,0.21,mg/l
NL42_MPN1503,Ptot,1997-04-10,0.47,mg/l
NL42_MPN1503,Ptot,1997-05-06,1.25,mg/l
NL42_MPN1503,Ptot,1997-06-13,1.76,mg/l
NL42_MPN1503,Ptot,1997-07-07,0.25,mg/l
NL42_MPN1503,Ptot,1997-08-12,2.18,mg/l
NL42_MPN1503,Ptot,1997-09-09,2.03,mg/l
NL42_MPN1503,Ptot,1997-10-07,1.89,mg/l
NL42_MPN1503,Ptot,1997-11-12,0.74,mg/l
NL42_MPN1503,Ptot,1997-12-08,0.2,mg/l
NL42_MPN1503,Ptot,2000-01-06,0.2,mg/l
NL42_MPN1503,Ptot,2000-02-02,0.3,mg/l
NL42_MPN1503,Ptot,2000-03-03,0.45,mg/l
NL42_MPN1503,Ptot,2000-04-05,0.21,mg/l
NL42_MPN1503,Ptot,2000-05-03,1.01,mg/l
NL42_MPN1503,Ptot,2000-06-04,0.3,mg/l
NL42_MPN1503,Ptot,2000-07-02,1.94,mg/l
NL42_MPN1503,Ptot,2000-08-02,0.93,mg/l
NL42_MPN1503,Ptot,2000-09-05,2.24,mg/l
NL42_MPN1503,Ptot,2000-10-03,2.38,mg/l
NL42_MPN1503,Ptot,2000-11-01,0.27,mg/l
NL42_MPN1503,Ptot,2000-12-05,0.35,mg/l
NL42_MPN1503,Ptot,2001-05-08,0.21,mg/l
NL42_MPN1503,Ptot,2001-07-11,2.8,mg/l
NL42_MPN1503,Ptot,2001-09-10,1.42,mg/l
NL42_MPN1503,Ptot,2001-11-12,0.38,mg/l
NL42_MPN1503,Ptot,2002-01-28,0.54,mg/l
NL42_MPN1503,Ptot,2002-02-28,0.19,mg/l
NL42_MPN1503,Ptot,2002-03-26,0.18,mg/l
NL42_MPN1503,Ptot,2002-04-22,0.5,mg/l
NL42_MPN1503,Ptot,2002-05-22,0.8,mg/l
NL42_MPN1503,Ptot,2002-06-25,0.89,mg/l
NL42_MPN1503,Ptot,2002-07-25,1.31,mg/l
NL42_MPN1503,Ptot,2002-08-26,3.09,mg/l
NL42_MPN1503,Ptot,2002-09-24,2.77,mg/l
NL42_MPN1503,Ptot,2002-10-24,0.95,mg/l
NL42_MPN1503,Ptot,2002-11-25,0.41,mg/l
NL42_MPN1503,Ptot,2002-12-16,0.36,mg/l
NL42_MPN1503,Ptot,2003-01-27,0.25,mg/l
NL42_MPN1503,Ptot,2003-02-24,0.15,mg/l
NL42_MPN1503,Ptot,2003-03-26,0.28,mg/l
NL42_MPN1503,Ptot,2003-04-24,0.45,mg/l
NL42_MPN1503,Ptot,2003-05-27,0.99,mg/l
NL42_MPN1503,Ptot,2003-06-25,1.66,mg/l
NL42_MPN1503,Ptot,2003-07-23,2.78,mg/l
NL42_MPN1503,Ptot,2003-08-27,3.55,mg/l
NL42_MPN1503,Ptot,2003-09-25,2.95,mg/l
NL42_MPN1503,Ptot,2003-10-29,2.03,mg/l
NL42_MPN1503,Ptot,2003-11-25,0.84,mg/l
NL42_MPN1503,Ptot,2003-12-15,0.32,mg/l
NL42_MPN1503,Ptot,2004-01-28,0.2,mg/l
NL42_MPN1503,Ptot,2004-02-24,0.17,mg/l
NL42_MPN1503,Ptot,2004-03-23,0.29,mg/l
NL42_MPN1503,Ptot,2004-04-28,0.46,mg/l
NL42_MPN1503,Ptot,2004-05-25,1.8,mg/l
NL42_MPN1503,Ptot,2004-06-21,2.06,mg/l
NL42_MPN1503,Ptot,2004-07-27,4.36,mg/l
NL42_MPN1503,Ptot,2004-08-25,1.59,mg/l
NL42_MPN1503,Ptot,2004-09-29,2.06,mg/l
NL42_MPN1503,Ptot,2004-10-29,0.95,mg/l
NL42_MPN1503,Ptot,2004-11-23,0.4,mg/l
NL42_MPN1503,Ptot,2004-12-20,0.01,mg/l
NL42_MPN1503,Ptot,2005-01-24,0.2,mg/l
NL42_MPN1503,Ptot,2005-02-21,0.16,mg/l
NL42_MPN1503,Ptot,2005-03-23,0.25,mg/l
NL42_MPN1503,Ptot,2005-04-26,0.76,mg/l
NL42_MPN1503,Ptot,2005-05-24,0.81,mg/l
NL42_MPN1503,Ptot,2005-06-20,1.11,mg/l
NL42_MPN1503,Ptot,2005-07-26,2.08,mg/l
NL42_MPN1503,Ptot,2005-08-22,2.6,mg/l
NL42_MPN1503,Ptot,2005-09-26,2.82,mg/l
NL42_MPN1503,Ptot,2005-10-24,2.08,mg/l
NL42_MPN1503,Ptot,2005-11-21,1.17,mg/l
NL42_MPN1503,Ptot,2005-12-20,0.21,mg/l
NL42_MPN1503,Ptot,2006-01-24,0.16,mg/l
NL42_MPN1503,Ptot,2006-02-20,0.16,mg/l
NL42_MPN1503,Ptot,2006-03-27,0.24,mg/l
NL42_MPN1503,Ptot,2006-04-24,0.89,mg/l
NL42_MPN1503,Ptot,2006-05-22,1,mg/l
NL42_MPN1503,Ptot,2006-06-26,1.2,mg/l
NL42_MPN1503,Ptot,2006-07-24,4.2,mg/l
NL42_MPN1503,Ptot,2006-08-22,0.34,mg/l
NL42_MPN1503,Ptot,2006-09-27,1.6,mg/l
NL42_MPN1503,Ptot,2006-10-24,1.4,mg/l
NL42_MPN1503,Ptot,2006-11-28,0.09,mg/l
NL42_MPN1503,Ptot,2006-12-19,0.12,mg/l
NL42_MPN1503,Ptot,2007-01-23,0.12,mg/l
NL42_MPN1503,Ptot,2007-02-23,0.2,mg/l
NL42_MPN1503,Ptot,2007-03-26,0.31,mg/l
NL42_MPN1503,Ptot,2007-04-25,0.69,mg/l
NL42_MPN1503,Ptot,2007-05-21,0.73,mg/l
NL42_MPN1503,Ptot,2007-06-25,0.35,mg/l
NL42_MPN1503,Ptot,2007-07-23,0.25,mg/l
NL42_MPN1503,Ptot,2007-08-21,0.3,mg/l
NL42_MPN1503,Ptot,2007-09-25,0.68,mg/l
NL42_MPN1503,Ptot,2007-10-22,0.41,mg/l
NL42_MPN1503,Ptot,2007-11-26,0.31,mg/l
NL42_MPN1503,Ptot,2007-12-18,0.29,mg/l
NL42_MPN1503,Ptot,2008-01-29,0.2,mg/l
NL42_MPN1503,Ptot,2008-02-25,0.13,mg/l
NL42_MPN1503,Ptot,2008-03-25,0.12,mg/l
NL42_MPN1503,Ptot,2008-04-24,0.58,mg/l
NL42_MPN1503,Ptot,2008-05-26,1.5,mg/l
NL42_MPN1503,Ptot,2008-06-23,1.2,mg/l
NL42_MPN1503,Ptot,2008-07-29,2.1,mg/l
NL42_MPN1503,Ptot,2008-08-26,0.42,mg/l
NL42_MPN1503,Ptot,2008-09-22,0.48,mg/l
NL42_MPN1503,Ptot,2008-10-27,0.6,mg/l
NL42_MPN1503,Ptot,2008-11-25,0.26,mg/l
NL42_MPN1503,Ptot,2008-12-18,0.4,mg/l
NL42_MPN1503,Ptot,2009-01-26,0.13,mg/l
NL42_MPN1503,Ptot,2009-02-23,0.73,mg/l
NL42_MPN1503,Ptot,2009-03-23,0.26,mg/l
NL42_MPN1503,Ptot,2009-04-27,0.48,mg/l
NL42_MPN1503,Ptot,2009-05-25,1.6,mg/l
NL42_MPN1503,Ptot,2009-06-22,0.49,mg/l
NL42_MPN1503,Ptot,2009-07-27,0.76,mg/l
NL42_MPN1503,Ptot,2009-08-28,2.5,mg/l
NL42_MPN1503,Ptot,2009-09-21,2.5,mg/l
NL42_MPN1503,Ptot,2009-10-28,2.3,mg/l
NL42_MPN1503,Ptot,2009-11-23,1.3,mg/l
NL42_MPN1503,Ptot,2009-12-14,0.24,mg/l
NL42_MPN1503,Ptot,2010-01-05,0.22,mg/l
NL42_MPN1503,Ptot,2010-02-11,0.24,mg/l
NL42_MPN1503,Ptot,2010-03-09,0.14,mg/l
NL42_MPN1503,Ptot,2010-04-07,0.2,mg/l
NL42_MPN1503,Ptot,2010-05-12,0.5,mg/l
NL42_MPN1503,Ptot,2010-06-09,2.3,mg/l
NL42_MPN1503,Ptot,2010-07-09,3.4,mg/l
NL42_MPN1503,Ptot,2010-08-06,3.3,mg/l
NL42_MPN1503,Ptot,2010-09-14,0.52,mg/l
NL42_MPN1503,Ptot,2010-10-08,0.2,mg/l
NL42_MPN1503,Ptot,2010-11-08,0.2,mg/l
NL42_MPN1503,Ptot,2010-12-09,0.18,mg/l
NL42_MPN1503,Ptot,2011-01-13,0.45,mg/l
NL42_MPN1503,Ptot,2011-02-08,0.24,mg/l
NL42_MPN1503,Ptot,2011-03-08,0.095,mg/l
NL42_MPN1503,Ptot,2011-04-19,0.46,mg/l
NL42_MPN1503,Ptot,2011-05-09,0.88,mg/l
NL42_MPN1503,Ptot,2011-06-20,2.1,mg/l
NL42_MPN1503,Ptot,2011-07-04,2.6,mg/l
NL42_MPN1503,Ptot,2011-08-09,1.7,mg/l
NL42_MPN1503,Ptot,2011-09-14,0.6,mg/l
NL42_MPN1503,Ptot,2011-10-05,1.2,mg/l
NL42_MPN1503,Ptot,2011-11-08,1.1,mg/l
NL42_MPN1503,Ptot,2011-12-15,0.34,mg/l
NL42_MPN1503,Ptot,2013-01-06,0.2,mg/l
NL42_MPN1503,Ptot,2013-02-03,0.2,mg/l
NL42_MPN1503,Ptot,2013-03-05,0.17,mg/l
NL42_MPN1503,Ptot,2013-04-10,0.19,mg/l
NL42_MPN1503,Ptot,2013-05-02,1.6,mg/l
NL42_MPN1503,Ptot,2013-06-04,0.33,mg/l
NL42_MPN1503,Ptot,2013-07-11,1.7,mg/l
NL42_MPN1503,Ptot,2013-08-11,2.9,mg/l
NL42_MPN1503,Ptot,2013-09-08,2.4,mg/l
NL42_MPN1503,Ptot,2013-09-30,1.6,mg/l
NL42_MPN1503,Ptot,2013-11-06,0.22,mg/l
NL42_MPN1503,Ptot,2013-12-02,0.2,mg/l
NL42_MPN1503,Ptot,2014-01-06,0.17,mg/l
NL42_MPN1503,Ptot,2014-02-02,0.16,mg/l
NL42_MPN1503,Ptot,2014-03-13,0.14,mg/l
NL42_MPN1503,Ptot,2014-04-10,0.79,mg/l
NL42_MPN1503,Ptot,2014-05-13,0.79,mg/l
NL42_MPN1503,Ptot,2014-06-02,1.4,mg/l
NL42_MPN1503,Ptot,2014-07-03,2.9,mg/l
NL42_MPN1503,Ptot,2014-08-04,2,mg/l
NL42_MPN1503,Ptot,2014-09-02,0.66,mg/l
NL42_MPN1503,Ptot,2014-10-13,1.6,mg/l
NL42_MPN1503,Ptot,2014-11-05,0.44,mg/l
NL42_MPN1503,Ptot,2014-12-01,0.36,mg/l
NL42_MPN8130,Ntot,2007-01-23,8.2,mg/l
NL42_MPN8130,Ntot,2007-02-23,5.2,mg/l
NL42_MPN8130,Ntot,2007-03-26,5.9,mg/l
NL42_MPN8130,Ntot,2007-04-24,5.7,mg/l
NL42_MPN8130,Ntot,2007-05-24,6.2,mg/l
NL42_MPN8130,Ntot,2007-06-25,11.6,mg/l
NL42_MPN8130,Ntot,2007-07-24,5.3,mg/l
NL42_MPN8130,Ntot,2007-08-22,8.3,mg/l
NL42_MPN8130,Ntot,2007-09-24,9.7,mg/l
NL42_MPN8130,Ntot,2007-10-22,3.6,mg/l
NL42_MPN8130,Ntot,2007-11-26,4.7,mg/l
NL42_MPN8130,Ntot,2007-12-18,4.8,mg/l
NL42_MPN8130,Ntot,2008-01-28,5.9,mg/l
NL42_MPN8130,Ntot,2008-02-26,3.2,mg/l
NL42_MPN8130,Ntot,2008-03-26,9.4,mg/l
NL42_MPN8130,Ntot,2008-04-18,7,mg/l
NL42_MPN8130,Ntot,2008-05-27,10.1,mg/l
NL42_MPN8130,Ntot,2008-06-25,11.3,mg/l
NL42_MPN8130,Ntot,2008-07-30,5.9,mg/l
NL42_MPN8130,Ntot,2008-08-26,5.1,mg/l
NL42_MPN8130,Ntot,2008-09-23,6.2,mg/l
NL42_MPN8130,Ntot,2008-10-28,4.1,mg/l
NL42_MPN8130,Ntot,2008-11-26,7.7,mg/l
NL42_MPN8130,Ntot,2008-12-16,5.4,mg/l
NL42_MPN8130,Ntot,2009-01-26,7.9,mg/l
NL42_MPN8130,Ntot,2009-02-23,6.1,mg/l
NL42_MPN8130,Ntot,2009-03-26,4.9,mg/l
NL42_MPN8130,Ntot,2009-04-27,5.2,mg/l
NL42_MPN8130,Ntot,2009-05-25,4.2,mg/l
NL42_MPN8130,Ntot,2009-06-22,5,mg/l
NL42_MPN8130,Ntot,2009-08-25,3.7,mg/l
NL42_MPN8130,Ntot,2009-09-21,9.8,mg/l
NL42_MPN8130,Ntot,2009-10-28,4.7,mg/l
NL42_MPN8130,Ntot,2009-11-23,4.7,mg/l
NL42_MPN8130,Ntot,2009-12-14,8.5,mg/l
NL42_MPN8130,Ntot,2010-01-05,5.8,mg/l
NL42_MPN8130,Ntot,2010-02-15,5.6,mg/l
NL42_MPN8130,Ntot,2010-03-02,7.2,mg/l
NL42_MPN8130,Ntot,2010-04-07,6.2,mg/l
NL42_MPN8130,Ntot,2010-05-04,7.4,mg/l
NL42_MPN8130,Ntot,2010-06-07,5.8,mg/l
NL42_MPN8130,Ntot,2010-07-09,5.3,mg/l
NL42_MPN8130,Ntot,2010-08-06,6,mg/l
NL42_MPN8130,Ntot,2010-09-15,3.7,mg/l
NL42_MPN8130,Ntot,2010-10-08,4.3,mg/l
NL42_MPN8130,Ntot,2010-11-09,4.4,mg/l
NL42_MPN8130,Ntot,2010-12-09,4.8,mg/l
NL42_MPN8130,Ntot,2011-01-06,3.8,mg/l
NL42_MPN8130,Ntot,2011-02-10,5.4,mg/l
NL42_MPN8130,Ntot,2011-03-01,5.4,mg/l
NL42_MPN8130,Ntot,2011-04-07,2.3,mg/l
NL42_MPN8130,Ntot,2011-05-10,4.4,mg/l
NL42_MPN8130,Ntot,2011-06-16,4.1,mg/l
NL42_MPN8130,Ntot,2011-07-04,4.4,mg/l
NL42_MPN8130,Ntot,2011-08-10,5.7,mg/l
NL42_MPN8130,Ntot,2011-09-14,4.2,mg/l
NL42_MPN8130,Ntot,2011-10-05,3.2,mg/l
NL42_MPN8130,Ntot,2011-11-11,4.6,mg/l
NL42_MPN8130,Ntot,2011-12-16,7.1,mg/l
NL42_MPN8130,Ntot,2013-01-06,3.6,mg/l
NL42_MPN8130,Ntot,2013-01-07,3.6,mg/l
NL42_MPN8130,Ntot,2013-02-03,3.8,mg/l
NL42_MPN8130,Ntot,2013-02-04,3.8,mg/l
NL42_MPN8130,Ntot,2013-03-10,5.4,mg/l
NL42_MPN8130,Ntot,2013-03-11,5.4,mg/l
NL42_MPN8130,Ntot,2013-04-08,7.8,mg/l
NL42_MPN8130,Ntot,2013-04-09,7.8,mg/l
NL42_MPN8130,Ntot,2013-05-05,3.3,mg/l
NL42_MPN8130,Ntot,2013-05-06,3.3,mg/l
NL42_MPN8130,Ntot,2013-06-04,3.9,mg/l
NL42_MPN8130,Ntot,2013-06-05,3.9,mg/l
NL42_MPN8130,Ntot,2013-07-14,4.9,mg/l
NL42_MPN8130,Ntot,2013-07-15,4.9,mg/l
NL42_MPN8130,Ntot,2013-08-04,9.9,mg/l
NL42_MPN8130,Ntot,2013-08-05,9.9,mg/l
NL42_MPN8130,Ntot,2013-09-02,7.3,mg/l
NL42_MPN8130,Ntot,2013-09-03,7.3,mg/l
NL42_MPN8130,Ntot,2013-09-30,3.2,mg/l
NL42_MPN8130,Ntot,2013-10-01,3.2,mg/l
NL42_MPN8130,Ntot,2013-11-10,4.6,mg/l
NL42_MPN8130,Ntot,2013-11-11,4.6,mg/l
NL42_MPN8130,Ntot,2013-12-01,3.5,mg/l
NL42_MPN8130,Ntot,2013-12-02,3.5,mg/l
NL42_MPN8130,Ntot,2014-01-02,3.5,mg/l
NL42_MPN8130,Ntot,2014-01-03,3.5,mg/l
NL42_MPN8130,Ntot,2014-02-02,4.1,mg/l
NL42_MPN8130,Ntot,2014-02-03,4.1,mg/l
NL42_MPN8130,Ntot,2014-03-13,3.5,mg/l
NL42_MPN8130,Ntot,2014-03-14,3.5,mg/l
NL42_MPN8130,Ntot,2014-04-03,3,mg/l
NL42_MPN8130,Ntot,2014-04-04,3,mg/l
NL42_MPN8130,Ntot,2014-05-04,5.5,mg/l
NL42_MPN8130,Ntot,2014-05-05,5.5,mg/l
NL42_MPN8130,Ntot,2014-06-11,7.5,mg/l
NL42_MPN8130,Ntot,2014-06-12,7.5,mg/l
NL42_MPN8130,Ntot,2014-07-14,4.6,mg/l
NL42_MPN8130,Ntot,2014-07-15,4.6,mg/l
NL42_MPN8130,Ntot,2014-08-04,5.3,mg/l
NL42_MPN8130,Ntot,2014-08-05,5.3,mg/l
NL42_MPN8130,Ntot,2014-09-01,3,mg/l
NL42_MPN8130,Ntot,2014-09-02,3,mg/l
NL42_MPN8130,Ntot,2014-10-09,4.4,mg/l
NL42_MPN8130,Ntot,2014-10-10,4.4,mg/l
NL42_MPN8130,Ntot,2014-11-05,4.8,mg/l
NL42_MPN8130,Ntot,2014-11-06,4.8,mg/l
NL42_MPN8130,Ntot,2014-12-01,3.1,mg/l
NL42_MPN8130,Ntot,2014-12-02,3.1,mg/l
NL42_MPN8130,Ntot,2015-01-05,5.4,mg/l
NL42_MPN8130,Ntot,2015-02-03,5.4,mg/l
NL42_MPN8130,Ntot,2015-03-10,2.8,mg/l
NL42_MPN8130,Ntot,2015-04-07,3.1,mg/l
NL42_MPN8130,Ntot,2015-05-13,2.4,mg/l
NL42_MPN8130,Ntot,2015-06-10,5.9,mg/l
NL42_MPN8130,Ntot,2015-07-07,8.2,mg/l
NL42_MPN8130,Ntot,2015-08-04,2.3,mg/l
NL42_MPN8130,Ntot,2015-09-15,3.7,mg/l
NL42_MPN8130,Ntot,2015-10-01,2.4,mg/l
NL42_MPN8130,Ntot,2015-11-17,3.9,mg/l
NL42_MPN8130,Ntot,2015-12-11,2.8,mg/l
NL42_MPN8130,Ntot,2016-01-05,5.7,mg/l
NL42_MPN8130,Ntot,2016-02-03,4.4,mg/l
NL42_MPN8130,Ntot,2016-03-08,4.5,mg/l
NL42_MPN8130,Ntot,2016-04-11,9.2,mg/l
NL42_MPN8130,Ntot,2016-05-11,4.8,mg/l
NL42_MPN8130,Ntot,2016-06-08,5.4,mg/l
NL42_MPN8130,Ntot,2016-07-19,4.6,mg/l
NL42_MPN8130,Ntot,2016-08-01,17,mg/l
NL42_MPN8130,Ntot,2016-09-14,4.5,mg/l
NL42_MPN8130,Ntot,2016-10-14,6.5,mg/l
NL42_MPN8130,Ntot,2016-11-02,7.4,mg/l
NL42_MPN8130,Ntot,2016-12-09,4.3,mg/l
NL42_MPN8130,Ntot,2017-01-04,3.5,mg/l
NL42_MPN8130,Ntot,2017-02-07,5.2,mg/l
NL42_MPN8130,Ntot,2017-03-01,7.2,mg/l
NL42_MPN8130,Ntot,2017-07-04,4,mg/l
NL42_MPN8130,Ntot,2017-08-03,5,mg/l
NL42_MPN8130,Ntot,2017-09-13,8.8,mg/l
NL42_MPN8130,Ntot,2017-10-12,4,mg/l
NL42_MPN8130,Ntot,2017-11-13,1.3,mg/l
NL42_MPN8130,Ntot,2017-12-06,4.5,mg/l
NL42_MPN8130,Ntot,2018-01-04,5.3,mg/l
NL42_MPN8130,Ntot,2018-02-06,3.9,mg/l
NL42_MPN8130,Ntot,2018-03-09,2,mg/l
NL42_MPN8130,Ntot,2018-04-10,3.4,mg/l
NL42_MPN8130,Ntot,2018-05-14,4.3,mg/l
NL42_MPN8130,Ntot,2018-06-05,4,mg/l
NL42_MPN8130,Ntot,2018-07-02,5.6,mg/l
NL42_MPN8130,Ntot,2018-08-02,4.6,mg/l
NL42_MPN8130,Ntot,2018-09-04,5.2,mg/l
NL42_MPN8130,Ntot,2018-10-08,6.7,mg/l
NL42_MPN8130,Ntot,2018-11-12,9,mg/l
NL42_MPN8130,Ntot,2018-12-03,5.8,mg/l
NL42_MPN8130,Ntot,2019-01-03,10,mg/l
NL42_MPN8130,Ntot,2019-02-04,10,mg/l
NL42_MPN8130,Ntot,2019-03-01,8.7,mg/l
NL42_MPN8130,Ntot,2019-04-02,11,mg/l
NL42_MPN8130,Ntot,2019-05-03,8.3,mg/l
NL42_MPN8130,Ntot,2019-06-18,9.8,mg/l
NL42_MPN8130,Ntot,2019-07-02,8.2,mg/l
NL42_MPN8130,Ntot,2019-08-01,5.8,mg/l
NL42_MPN8130,Ntot,2019-09-04,6.1,mg/l
NL42_MPN8130,Ntot,2019-10-01,5.1,mg/l
NL42_MPN8130,Ntot,2019-11-01,6.2,mg/l
NL42_MPN8130,Ntot,2019-12-02,7.2,mg/l
NL42_MPN8130,Ntot,2020-01-16,3.5,mg/l
NL42_MPN8130,Ntot,2020-02-03,10,mg/l
NL42_MPN8130,Ntot,2020-03-10,5.7,mg/l
NL42_MPN8130,Ntot,2020-04-02,10,mg/l
NL42_MPN8130,Ntot,2020-05-04,6.2,mg/l
NL42_MPN8130,Ntot,2020-06-05,5.5,mg/l
NL42_MPN8130,Ntot,2020-07-09,4.8,mg/l
NL42_MPN8130,Ntot,2020-08-05,5.7,mg/l
NL42_MPN8130,Ntot,2020-09-01,7,mg/l
NL42_MPN8130,Ntot,2020-10-05,13,mg/l
NL42_MPN8130,Ntot,2020-11-02,3.2,mg/l
NL42_MPN8130,Ntot,2020-12-07,6.6,mg/l
NL42_MPN8130,Ntot,2021-01-08,4.7,mg/l
NL42_MPN8130,Ntot,2021-02-04,6.8,mg/l
NL42_MPN8130,Ntot,2021-03-09,9.9,mg/l
NL42_MPN8130,Ntot,2021-04-07,2.3,mg/l
NL42_MPN8130,Ntot,2021-05-04,6.4,mg/l
NL42_MPN8130,Ntot,2021-06-04,6.2,mg/l
NL42_MPN8130,Ntot,2021-07-05,6.2,mg/l
NL42_MPN8130,Ntot,2021-08-06,3.9,mg/l
NL42_MPN8130,Ntot,2021-09-01,10,mg/l
NL42_MPN8130,Ntot,2021-10-04,4.2,mg/l
NL42_MPN8130,Ntot,2021-11-01,2.4,mg/l
NL42_MPN8130,Ntot,2021-12-06,5.1,mg/l
NL42_MPN8130,Ntot,2022-01-03,4.7,mg/l
NL42_MPN8130,Ntot,2022-02-03,5,mg/l
NL42_MPN8130,Ntot,2022-03-07,2.6,mg/l
NL42_MPN8130,Ntot,2022-04-13,8.6,mg/l
NL42_MPN8130,Ntot,2022-05-04,14,mg/l
NL42_MPN8130,Ntot,2022-06-01,8.4,mg/l
NL42_MPN8130,Ntot,2022-07-07,3.7,mg/l
NL42_MPN8130,Ntot,2022-08-02,2.98,mg/l
NL42_MPN8130,Ntot,2022-08-17,5.6,mg/l
NL42_MPN8130,Ntot,2022-09-08,8.6,mg/l
NL42_MPN8130,Ntot,2022-09-22,5.1,mg/l
NL42_MPN8130,Ntot,2022-10-13,6.8,mg/l
NL42_MPN8130,Ntot,2022-11-15,2.1,mg/l
NL42_MPN8130,Ntot,2022-12-13,8.4,mg/l
NL42_MPN8130,Ntot,2023-01-13,7.8,mg/l
NL42_MPN8130,Ntot,2023-02-09,8.4,mg/l
NL42_MPN8130,Ntot,2023-03-23,3.7,mg/l
NL42_MPN8130,Ntot,2023-04-12,2.8,mg/l
