gar_bro_id,well,tube,date,NO3,NO3_uom,NO2,NO2_uom,NH4,NH4_uom,Ntot,Ntot_uom,PO4,PO4_uom,Ptot,Ptot_uom,Cl,Cl_uom,SO4,SO4_uom,HCO3,HCO3_uom,Ca,Ca_uom,Mg,Mg_uom,Na,Na_uom,K,K_uom,Fe,Fe_uom,Mn,Mn_uom
GAR000000054411,GMW000000050943,2,1988-10-12T11:00:00+01:00,,,,,,,,,,,,,10510,mg/l,,,,,,,,,,,,,,,,
GAR000000059165,GMW000000050779,2,1988-10-18T11:00:00+01:00,,,,,,,,,,,,,14715,mg/l,,,,,,,,,,,,,,,,
GAR000000055523,GMW000000057224,1,1988-10-19T11:00:00+01:00,,,,,,,,,,,,,160,mg/l,,,,,,,,,,,,,,,,
GAR000000052235,GMW000000050853,1,1988-11-03T11:00:00+01:00,,,,,,,,,,,,,7595,mg/l,,,,,,,,,,,,,,,,
GAR000000014685,GMW000000034267,1,1988-11-23T11:00:00+01:00,0.02,mg/l,,,0.13,mg/l,,,,,0.04,mg/l,117,mg/l,3,mg/l,181,mg/l,50,mg/l,11.6,mg/l,68,mg/l,4.5,mg/l,1690,ug/l,97,ug/l
GAR000000055407,GMW000000004927,1,1989-05-01T12:00:00+02:00,,,,,,,,,,,,,35,mg/l,,,,,,,,,,,,,,,,
GAR000000056865,GMW000000057322,2,1989-05-02T12:00:00+02:00,,,,,,,,,,,,,15810,mg/l,,,,,,,,,,,,,,,,
GAR000000053848,GMW000000050928,3,1989-05-05T12:00:00+02:00,,,,,,,,,,,,,18015,mg/l,,,,,,,,,,,,,,,,
GAR000000025209,GMW000000038821,1,1989-06-27T13:00:00+02:00,9.35,mg/l,,,0.01,mg/l,,,0.01,mg/l,0.06,mg/l,15.4,mg/l,61.2,mg/l,3,mg/l,3.84,mg/l,2.08,mg/l,8.63,mg/l,1.67,mg/l,60,ug/l,,
GAR000000030307,GMW000000038585,1,1989-07-26T13:00:00+02:00,0.28,mg/l,,,0.34,mg/l,,,0.06,mg/l,0.06,mg/l,29.7,mg/l,45.8,mg/l,305,mg/l,111,mg/l,10.91,mg/l,12.61,mg/l,2.25,mg/l,6110,ug/l,,
GAR000000034721,GMW000000038659,3,1989-10-05T12:00:00+01:00,0.28,mg/l,,,2.78,mg/l,,,0.38,mg/l,0.45,mg/l,17.7,mg/l,14.7,mg/l,393,mg/l,113,mg/l,12.13,mg/l,12.69,mg/l,1.15,mg/l,12600,ug/l,,
GAR000000060057,GMW000000051015,1,1989-10-06T11:00:00+01:00,,,,,,,,,,,,,18065,mg/l,,,,,,,,,,,,,,,,
GAR000000039666,GMW000000038734,1,1989-11-15T12:00:00+01:00,0.28,mg/l,,,13.16,mg/l,,,3.62,mg/l,3.72,mg/l,3006,mg/l,198,mg/l,1227,mg/l,183,mg/l,191.6,mg/l,1787,mg/l,80.05,mg/l,90,ug/l,,
GAR000000062574,GMW000000050966,1,1989-11-21T11:00:00+01:00,,,,,,,,,,,,,11365,mg/l,,,,,,,,,,,,,,,,
GAR000000009316,GMW000000020327,3,1989-11-27T11:00:00+01:00,0.28,mg/l,,,1.35,mg/l,,,3.19,mg/l,3.29,mg/l,630.73,mg/l,1.14,mg/l,756.4,mg/l,30.86,mg/l,23.23,mg/l,613.82,mg/l,18.97,mg/l,1620,ug/l,380,ug/l
GAR000000052215,GMW000000057359,1,1989-11-28T11:00:00+01:00,,,,,,,,,,,,,35,mg/l,,,,,,,,,,,,,,,,
GAR000000010715,GMW000000017634,4,1989-11-29T11:00:00+01:00,0.28,mg/l,,,1.19,mg/l,,,0.72,mg/l,0.71,mg/l,32.09,mg/l,7.65,mg/l,225.7,mg/l,72.26,mg/l,4.05,mg/l,20.73,mg/l,3.68,mg/l,4070,ug/l,360,ug/l
GAR000000058168,GMW000000050857,1,1989-11-29T11:00:00+01:00,0.88,mg/l,,,1.01,mg/l,,,,,,,14510,mg/l,1843,mg/l,832,mg/l,531,mg/l,615,mg/l,8050,mg/l,176,mg/l,22700,ug/l,3410,ug/l
GAR000000018926,GMW000000038555,3,1989-12-20T12:00:00+01:00,0.28,mg/l,,,3.87,mg/l,,,0.96,mg/l,1.27,mg/l,34.1,mg/l,2,mg/l,439,mg/l,86.1,mg/l,21.68,mg/l,37.86,mg/l,17.14,mg/l,7760,ug/l,,
GAR000000019465,GMW000000038861,1,1990-01-12T12:00:00+01:00,0.28,mg/l,,,28.03,mg/l,,,6.95,mg/l,7.25,mg/l,2006,mg/l,11,mg/l,1928,mg/l,132,mg/l,190.4,mg/l,1418,mg/l,60.95,mg/l,730,ug/l,,
GAR000000032063,GMW000000038844,1,1990-03-05T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000054549,GMW000000051041,2,1990-03-06T11:00:00+01:00,,,,,,,,,,,,,11790,mg/l,1395,mg/l,695,mg/l,713,mg/l,800,mg/l,5450,mg/l,138,mg/l,,,,
GAR000000036014,GMW000000038724,3,1990-04-10T13:00:00+02:00,0.28,mg/l,,,1.7,mg/l,,,,,1.46,mg/l,2943.1,mg/l,208.5,mg/l,896.7,mg/l,60.59,mg/l,143.26,mg/l,1891.16,mg/l,96.09,mg/l,2430,ug/l,30,ug/l
GAR000000022658,GMW000000038582,1,1990-05-31T13:00:00+02:00,9.49,mg/l,,,0.01,mg/l,,,,,0.06,mg/l,12.11,mg/l,60.21,mg/l,3.05,mg/l,12.72,mg/l,7.61,mg/l,7.29,mg/l,2.85,mg/l,20,ug/l,520,ug/l
GAR000000040637,GMW000000038818,2,1990-08-16T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000060496,GMW000000051055,3,1990-08-20T12:00:00+02:00,,,,,,,,,,,,,14990,mg/l,,,,,,,,,,,,,,,,
GAR000000056546,GMW000000050907,1,1990-09-03T12:00:00+02:00,,,,,,,,,,,,,16740,mg/l,,,,,,,,,,,,,,,,
GAR000000063134,GMW000000050953,1,1990-09-04T12:00:00+02:00,,,,,,,,,,,,,35,mg/l,,,,,,,,,,,,,,,,
GAR000000027369,GMW000000038588,3,1990-09-04T13:00:00+02:00,2.31,mg/l,,,0.2,mg/l,,,,,0.06,mg/l,42.21,mg/l,14.64,mg/l,3.05,mg/l,4.95,mg/l,3.04,mg/l,23.18,mg/l,2.14,mg/l,1700,ug/l,140,ug/l
GAR000000052760,GMW000000050827,1,1990-09-05T12:00:00+02:00,,,,,,,,,,,,,18715,mg/l,,,,,,,,,,,,,,,,
GAR000000058906,GMW000000057181,1,1990-09-11T12:00:00+02:00,,,,,,,,,,,,,8280,mg/l,,,,,,,,,,,,,,,,
GAR000000010890,GMW000000017654,4,1990-10-16T11:00:00+01:00,0.28,mg/l,,,9.75,mg/l,,,,,6.52,mg/l,166.42,mg/l,1.26,mg/l,634.4,mg/l,123.27,mg/l,42.01,mg/l,110.94,mg/l,13.28,mg/l,1910,ug/l,340,ug/l
GAR000000004041,GMW000000037735,1,1990-11-19T11:00:00+01:00,0.0045,mg/l,0.006,mg/l,0.42,mg/l,,,0.02,mg/l,0.01,mg/l,9,mg/l,3,mg/l,,,39.7,mg/l,3.8,mg/l,11.9,mg/l,4.2,mg/l,500,ug/l,,
GAR000000053306,GMW000000050671,1,1991-03-01T11:00:00+01:00,,,,,,,,,,,,,12012,mg/l,,,,,,,,,,,,,,,,
GAR000000032526,GMW000000038857,1,1991-03-19T12:00:00+01:00,0.03,mg/l,,,2.75,mg/l,,,,,2.26,mg/l,382.1,mg/l,256.45,mg/l,915,mg/l,125.97,mg/l,92.31,mg/l,349.37,mg/l,26.1,mg/l,20,ug/l,920,ug/l
GAR000000027734,GMW000000038740,3,1991-04-09T13:00:00+02:00,3.94,mg/l,,,0.01,mg/l,,,,,0.06,mg/l,37.78,mg/l,29.83,mg/l,15.25,mg/l,15.72,mg/l,7.82,mg/l,20.31,mg/l,5.42,mg/l,20,ug/l,90,ug/l
GAR000000055901,GMW000000057317,5,1991-05-13T12:00:00+02:00,,,,,,,,,,,,,11621,mg/l,,,,,,,,,,,,,,,,
GAR000000040815,GMW000000038736,1,1991-06-27T13:00:00+02:00,0.04,mg/l,,,0.31,mg/l,,,,,0.28,mg/l,50.31,mg/l,169.33,mg/l,444.08,mg/l,200.4,mg/l,21.1,mg/l,23.3,mg/l,0.83,mg/l,11260,ug/l,2250,ug/l
GAR000000007198,GMW000000017696,1,1991-07-08T12:00:00+02:00,29.41,mg/l,,,0.12,mg/l,,,,,0.01,mg/l,28,mg/l,46,mg/l,5,mg/l,41,mg/l,9.5,mg/l,13,mg/l,15.5,mg/l,200,ug/l,1200,ug/l
GAR000000000023,GMW000000024101,2,1991-07-11T12:00:00+02:00,0.03,mg/l,,,5.35,mg/l,,,,,0.68,mg/l,196.4,mg/l,1.5,mg/l,445.3,mg/l,98.15,mg/l,19.15,mg/l,132.02,mg/l,4.88,mg/l,12040,ug/l,3480,ug/l
GAR000000023365,GMW000000038537,3,1991-08-20T13:00:00+02:00,0.06,mg/l,,,3.28,mg/l,,,,,0.87,mg/l,7651.67,mg/l,599.9,mg/l,332.45,mg/l,1660.98,mg/l,158.65,mg/l,3047.85,mg/l,11.62,mg/l,86600,ug/l,2680,ug/l
GAR000000036349,GMW000000038598,2,1991-08-29T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000018928,GMW000000038555,3,1991-10-10T12:00:00+01:00,0.03,mg/l,,,4.4,mg/l,,,,,1.22,mg/l,29.29,mg/l,0.19,mg/l,437.98,mg/l,84.74,mg/l,21.64,mg/l,32.43,mg/l,16.4,mg/l,7300,ug/l,450,ug/l
GAR000000013339,GMW000000009802,1,1991-11-01T11:00:00+01:00,0.11,mg/l,,,0.15,mg/l,,,,,0.01,mg/l,20,mg/l,3,mg/l,,,15.8,mg/l,1.6,mg/l,17.6,mg/l,1,mg/l,460,ug/l,700,ug/l
GAR000000062543,GMW000000050677,2,1991-12-01T11:00:00+01:00,,,,,,,,,,,,,18627,mg/l,,,,,,,,,,,,,,,,
GAR000000058318,GMW000000050945,2,1991-12-11T11:00:00+01:00,,,,,,,,,,,,,18023,mg/l,,,,,,,,,,,,,,,,
GAR000000060326,GMW000000051055,6,1991-12-11T11:00:00+01:00,,,,,,,,,,,,,20995,mg/l,,,,,,,,,,,,,,,,
GAR000000060828,GMW000000050814,2,1992-01-09T11:00:00+01:00,,,,,,,,,,,,,13937,mg/l,,,,,,,,,,,,,,,,
GAR000000012700,GMW000000015439,1,1992-03-20T11:00:00+01:00,0.02,mg/l,,,17.17,mg/l,,,,,1.96,mg/l,56,mg/l,1,mg/l,920,mg/l,65.9,mg/l,56.1,mg/l,172.1,mg/l,26.6,mg/l,10540,ug/l,560,ug/l
GAR000000008214,GMW000000017701,4,1992-05-12T12:00:00+02:00,0.11,mg/l,0.003,mg/l,0.1,mg/l,,,,,0.04,mg/l,18,mg/l,47,mg/l,24,mg/l,12,mg/l,2.8,mg/l,14,mg/l,1.8,mg/l,8800,ug/l,250,ug/l
GAR000000039372,GMW000000038602,1,1992-06-15T13:00:00+02:00,0.11,mg/l,,,6.65,mg/l,,,,,,,51.33,mg/l,24.02,mg/l,23.19,mg/l,7.99,mg/l,2.64,mg/l,31.05,mg/l,1.31,mg/l,16640,ug/l,120,ug/l
GAR000000035523,GMW000000038743,1,1992-07-02T13:00:00+02:00,0.04,mg/l,,,0.22,mg/l,,,,,,,81.53,mg/l,76.08,mg/l,300.22,mg/l,124.24,mg/l,12.78,mg/l,42.03,mg/l,3.38,mg/l,8180,ug/l,1310,ug/l
GAR000000000024,GMW000000024101,2,1992-08-28T12:00:00+02:00,0.02,mg/l,,,4.56,mg/l,,,,,0.61,mg/l,185.69,mg/l,0.09,mg/l,422.87,mg/l,94.98,mg/l,18.73,mg/l,131.66,mg/l,4.42,mg/l,15230,ug/l,1310,ug/l
GAR000000053081,GMW000000050827,2,1992-09-10T12:00:00+02:00,,,,,,,,,,,,,17807,mg/l,,,,,,,,,,,,,,,,
GAR000000019680,GMW000000038907,2,1992-09-14T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000027631,GMW000000038530,3,1992-09-24T13:00:00+02:00,0.13,mg/l,,,0.02,mg/l,,,,,,,84.75,mg/l,57.09,mg/l,226.99,mg/l,89.41,mg/l,9.42,mg/l,45.78,mg/l,2.48,mg/l,270,ug/l,180,ug/l
GAR000000062628,GMW000000050903,5,1992-09-25T12:00:00+02:00,,,,,,,,,,,,,2744,mg/l,,,,,,,,,,,,,,,,
GAR000000059079,GMW000000057206,1,1992-10-20T11:00:00+01:00,,,,,,,,,7.06,mg/l,,,270,mg/l,90,mg/l,820,mg/l,225,mg/l,45,mg/l,210,mg/l,5.3,mg/l,,,,
GAR000000015385,GMW000000015267,4,1992-10-21T11:00:00+01:00,0.009032258,mg/l,,,42.11,mg/l,,,,,3.03,mg/l,1860,mg/l,2,mg/l,984,mg/l,272.5,mg/l,151.6,mg/l,954.5,mg/l,47.3,mg/l,26980,ug/l,3830,ug/l
GAR000000032044,GMW000000038685,2,1992-11-05T12:00:00+01:00,0.02,mg/l,,,43.88,mg/l,,,,,,,2623.46,mg/l,0.05,mg/l,1048.93,mg/l,586.88,mg/l,157.89,mg/l,1088.69,mg/l,57.64,mg/l,22830,ug/l,11540,ug/l
GAR000000023580,GMW000000038803,2,1992-11-12T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000059085,GMW000000051021,1,1993-01-01T11:00:00+01:00,,,,,,,,,,,,,15963,mg/l,,,,,,,,,,,,,,,,
GAR000000061775,GMW000000057271,2,1993-01-01T11:00:00+01:00,,,,,,,,,,,,,1297,mg/l,,,,,,,,,,,,,,,,
GAR000000033766,GMW000000038643,1,1993-03-23T12:00:00+01:00,0.09,mg/l,,,,,,,,,0.093,mg/l,28.122,mg/l,65.782,mg/l,,,95.074,mg/l,3.987,mg/l,17.265,mg/l,1.486,mg/l,2094,ug/l,214,ug/l
GAR000000013775,GMW000000009877,3,1993-05-01T12:00:00+02:00,10.8,mg/l,,,0.16,mg/l,,,,,0.02,mg/l,34,mg/l,85,mg/l,,,127,mg/l,17.8,mg/l,24,mg/l,2.2,mg/l,26,ug/l,10,ug/l
GAR000000007584,GMW000000017714,1,1993-05-27T12:00:00+02:00,6.5,mg/l,0.003,mg/l,0.02,mg/l,,,,,0.01,mg/l,5,mg/l,20,mg/l,5,mg/l,4.5,mg/l,1.9,mg/l,2,mg/l,1.7,mg/l,70,ug/l,100,ug/l
GAR000000060884,GMW000000057326,5,1993-06-21T12:00:00+02:00,,,,,,,,,,,,,17397,mg/l,,,,,,,,,,,,,,,,
GAR000000053693,GMW000000057352,6,1993-06-23T12:00:00+02:00,,,,,,,,,,,,,16391,mg/l,,,,,,,,,,,,,,,,
GAR000000000021,GMW000000024082,4,1993-07-08T12:00:00+02:00,0.03,mg/l,,,0.65,mg/l,,,,,0.61,mg/l,40.48,mg/l,91.13,mg/l,427.14,mg/l,152.88,mg/l,17.91,mg/l,24.92,mg/l,1.25,mg/l,18520,ug/l,2383,ug/l
GAR000000023350,GMW000000038537,2,1993-07-27T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000018258,GMW000000038541,1,1993-08-11T13:00:00+02:00,0.071,mg/l,,,,,,,,,2.973,mg/l,24.928,mg/l,0.096,mg/l,,,134.504,mg/l,67.63,mg/l,72.418,mg/l,22.717,mg/l,37565,ug/l,644,ug/l
GAR000000038561,GMW000000038883,1,1993-09-17T13:00:00+02:00,0.059,mg/l,,,,,,,,,0.062,mg/l,28.303,mg/l,119.21,mg/l,,,15.258,mg/l,22.146,mg/l,26.507,mg/l,6.334,mg/l,1592,ug/l,49,ug/l
GAR000000028280,GMW000000038640,2,1993-10-12T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000056168,GMW000000004909,2,1993-11-09T11:00:00+01:00,,,,,9.35,mg/l,,,3.37,mg/l,,,58,mg/l,46,mg/l,640,mg/l,59,mg/l,81,mg/l,39,mg/l,81,mg/l,1900,ug/l,300,ug/l
GAR000000060164,GMW000000057339,2,1993-11-16T11:00:00+01:00,,,,,,,,,,,,,5390,mg/l,,,,,,,,,,,,,,,,
GAR000000035786,GMW000000038724,3,1994-02-01T12:00:00+01:00,0.034,mg/l,,,1.625,mg/l,,,,,1.579,mg/l,2819.991,mg/l,207.23,mg/l,,,63.146,mg/l,146.93,mg/l,1893.663,mg/l,92.237,mg/l,1218,ug/l,63,ug/l
GAR000000015371,GMW000000015267,2,1994-02-03T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000025533,GMW000000038538,2,1994-03-03T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000040543,GMW000000038664,2,1994-04-12T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000020374,GMW000000038732,2,1994-04-25T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000000026,GMW000000024101,2,1994-04-28T12:00:00+02:00,0.19,mg/l,,,4.99,mg/l,,,,,0.74,mg/l,196.12,mg/l,0.09,mg/l,,,96.3,mg/l,19.08,mg/l,136.99,mg/l,4.49,mg/l,18028,ug/l,874,ug/l
GAR000000059595,GMW000000050721,1,1994-05-10T12:00:00+02:00,,,,,,,,,,,,,262,mg/l,,,,,,,,,,,,,,,,
GAR000000062841,GMW000000050738,2,1994-05-20T12:00:00+02:00,,,,,,,,,,,,,10867,mg/l,,,,,,,,,,,,,,,,
GAR000000008729,GMW000000017683,3,1994-05-31T12:00:00+02:00,0.11,mg/l,,,0.13,mg/l,,,,,0.04,mg/l,10,mg/l,32,mg/l,9,mg/l,7,mg/l,1.9,mg/l,9,mg/l,1.5,mg/l,5600,ug/l,150,ug/l
GAR000000056979,GMW000000050752,1,1994-07-22T12:00:00+02:00,,,,,,,,,,,,,12312,mg/l,,,,,,,,,,,,,,,,
GAR000000031012,GMW000000038565,3,1994-09-14T13:00:00+02:00,0.067,mg/l,,,0.238,mg/l,,,,,0.217,mg/l,17.764,mg/l,4.227,mg/l,,,38.308,mg/l,2.698,mg/l,7.725,mg/l,0.743,mg/l,6540,ug/l,257,ug/l
GAR000000012352,GMW000000015261,1,1994-10-06T11:00:00+01:00,0.08,mg/l,,,22.54,mg/l,,,,,2.73,mg/l,95,mg/l,,,596,mg/l,118.5,mg/l,50.2,mg/l,26.6,mg/l,19,mg/l,9171,ug/l,1076,ug/l
GAR000000053185,GMW000000057170,3,1994-10-26T11:00:00+01:00,,,,,4.63,mg/l,,,,,,,280,mg/l,130,mg/l,850,mg/l,60,mg/l,49,mg/l,330,mg/l,44,mg/l,200,ug/l,,
GAR000000005323,GMW000000011577,1,1994-11-15T11:00:00+01:00,0.01,mg/l,0.01,mg/l,1.16,mg/l,,,0.04,mg/l,0.01,mg/l,16,mg/l,50,mg/l,,,69,mg/l,3.8,mg/l,10,mg/l,1.2,mg/l,2200,ug/l,,
GAR000000025383,GMW000000038689,2,1995-02-16T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000021528,GMW000000038648,3,1995-02-17T12:00:00+01:00,0.101,mg/l,,,0.28,mg/l,,,,,0.062,mg/l,36.68,mg/l,69.259,mg/l,20.137,mg/l,19.615,mg/l,2.771,mg/l,18.921,mg/l,4.027,mg/l,20525,ug/l,388,ug/l
GAR000000032985,GMW000000038841,1,1995-03-08T12:00:00+01:00,2.6,mg/l,,,0.014,mg/l,,,,,0.062,mg/l,14.343,mg/l,68.376,mg/l,4.882,mg/l,23.996,mg/l,4.351,mg/l,7.403,mg/l,2.62,mg/l,268,ug/l,2450,ug/l
GAR000000000027,GMW000000024101,2,1995-04-05T12:00:00+02:00,0.05,mg/l,,,5.06,mg/l,,,,,0.65,mg/l,191.6,mg/l,0.09,mg/l,439.34,mg/l,97.83,mg/l,19.42,mg/l,138.1,mg/l,4.61,mg/l,18833,ug/l,797,ug/l
GAR000000006008,GMW000000017706,4,1995-04-21T12:00:00+02:00,0.11,mg/l,,,0.31,mg/l,,,,,0.04,mg/l,39,mg/l,110,mg/l,140,mg/l,82,mg/l,7,mg/l,19,mg/l,1.5,mg/l,7500,ug/l,340,ug/l
GAR000000014380,GMW000000009912,3,1995-07-01T12:00:00+02:00,0.05,mg/l,,,0.49,mg/l,,,,,0.29,mg/l,20,mg/l,10,mg/l,,,,,,,,,,,4700,ug/l,230,ug/l
GAR000000039545,GMW000000038912,2,1995-07-19T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000059682,GMW000000050800,3,1995-08-14T12:00:00+02:00,,,,,,,,,,,,,17225,mg/l,,,,,,,,,,,,,,,,
GAR000000061372,GMW000000057218,2,1995-08-18T12:00:00+02:00,,,,,,,,,,,,,45,mg/l,,,,,,,,,,,,,,,,
GAR000000054883,GMW000000057252,1,1995-08-23T12:00:00+02:00,,,,,,,,,,,,,18,mg/l,,,,,,,,,,,,,,,,
GAR000000029153,GMW000000038864,3,1995-09-01T13:00:00+02:00,0.043,mg/l,,,1.499,mg/l,,,,,0.062,mg/l,14.974,mg/l,0.096,mg/l,236.147,mg/l,70.761,mg/l,3.452,mg/l,11.058,mg/l,1.642,mg/l,9863,ug/l,263,ug/l
GAR000000036184,GMW000000038702,3,1995-10-25T12:00:00+01:00,0.038,mg/l,,,10.269,mg/l,,,,,2.942,mg/l,80.748,mg/l,0.096,mg/l,746.885,mg/l,89.579,mg/l,75.458,mg/l,65.016,mg/l,28.269,mg/l,21731,ug/l,364,ug/l
GAR000000009896,GMW000000017651,2,1995-10-30T11:00:00+01:00,0.1,mg/l,,,2,mg/l,,,,,0.93,mg/l,32.72,mg/l,0.19,mg/l,355.14,mg/l,74.86,mg/l,8.9,mg/l,51.75,mg/l,1.99,mg/l,11030,ug/l,250,ug/l
GAR000000018025,GMW000000038626,2,1995-11-23T12:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000039258,GMW000000038761,3,1996-04-25T13:00:00+02:00,0.28,mg/l,,,0.084,mg/l,,,,,0.062,mg/l,26.233,mg/l,18.636,mg/l,,,110.505,mg/l,7.074,mg/l,32.669,mg/l,1.486,mg/l,2536,ug/l,44,ug/l
GAR000000008553,GMW000000017677,1,1996-05-09T12:00:00+02:00,0.02,mg/l,,,0.35,mg/l,,,,,0.02,mg/l,12,mg/l,48,mg/l,6.1,mg/l,9.5,mg/l,2.6,mg/l,8.3,mg/l,8.4,mg/l,3700,ug/l,170,ug/l
GAR000000035502,GMW000000038831,3,1996-05-09T13:00:00+02:00,0.07,mg/l,,,0.672,mg/l,,,,,0.254,mg/l,9.749,mg/l,11.719,mg/l,,,137.382,mg/l,14.124,mg/l,7.702,mg/l,2.659,mg/l,3971,ug/l,676,ug/l
GAR000000062706,GMW000000057179,2,1996-06-04T12:00:00+02:00,,,,,,,,,,,,,2968,mg/l,,,,,,,,,,,,,,,,
GAR000000056080,GMW000000039006,3,1996-06-17T12:00:00+02:00,,,,,,,,,,,,,9285,mg/l,,,,,,,,,,,,,,,,
GAR000000058898,GMW000000050721,5,1996-06-18T12:00:00+02:00,,,,,,,,,,,,,6196,mg/l,,,,,,,,,,,,,,,,
GAR000000013460,GMW000000009959,1,1996-07-01T12:00:00+02:00,40,mg/l,0.03,mg/l,0.16,mg/l,,,0.13,mg/l,0.01,mg/l,26,mg/l,81,mg/l,,,139,mg/l,10,mg/l,13.1,mg/l,8.6,mg/l,17,ug/l,10,ug/l
GAR000000017743,GMW000000038817,3,1996-07-02T13:00:00+02:00,0.056,mg/l,,,0.196,mg/l,,,,,0.198,mg/l,32.189,mg/l,10.567,mg/l,,,7.479,mg/l,1.993,mg/l,16.599,mg/l,2.033,mg/l,7892,ug/l,381,ug/l
GAR000000001181,GMW000000050007,2,1996-07-10T12:00:00+02:00,0.05,mg/l,,,18.11,mg/l,,,,,0.34,mg/l,230.42,mg/l,1.44,mg/l,,,107.56,mg/l,16.31,mg/l,190.21,mg/l,4.77,mg/l,6244,ug/l,399,ug/l
GAR000000052558,GMW000000057243,1,1996-07-17T12:00:00+02:00,,,,,,,,,,,,,139,mg/l,,,,,,,,,,,,,,,,
GAR000000030926,GMW000000038565,1,1996-07-19T13:00:00+02:00,0.084,mg/l,,,0.658,mg/l,,,,,0.121,mg/l,27.935,mg/l,57.444,mg/l,,,85.639,mg/l,4.886,mg/l,15.265,mg/l,0.938,mg/l,10846,ug/l,412,ug/l
GAR000000026400,GMW000000038856,1,1996-08-06T13:00:00+02:00,0.028,mg/l,,,3.657,mg/l,,,,,0.062,mg/l,578.402,mg/l,50.528,mg/l,,,85.194,mg/l,40.379,mg/l,126.537,mg/l,8.172,mg/l,117173,ug/l,1276,ug/l
GAR000000005246,GMW000000037655,7,1996-11-27T11:00:00+01:00,0.11,mg/l,0.003,mg/l,1.63,mg/l,,,0.06,mg/l,0.06,mg/l,460,mg/l,5,mg/l,,,170,mg/l,16,mg/l,220,mg/l,3.6,mg/l,4700,ug/l,,
GAR000000022133,GMW000000038679,3,1996-12-10T12:00:00+01:00,0.028,mg/l,,,3.839,mg/l,,,,,1.192,mg/l,62.215,mg/l,0.096,mg/l,,,60.673,mg/l,14.392,mg/l,29.749,mg/l,7.664,mg/l,2323,ug/l,454,ug/l
GAR000000008509,GMW000000017690,4,1997-05-27T12:00:00+02:00,0.02,mg/l,,,1.1,mg/l,,,,,1.39,mg/l,59,mg/l,160,mg/l,146.4,mg/l,130,mg/l,15,mg/l,19,mg/l,1.8,mg/l,13000,ug/l,600,ug/l
GAR000000059277,GMW000000057276,2,1997-05-28T12:00:00+02:00,,,,,,,,,,,,,47,mg/l,,,,,,,,,,,,,,,,
GAR000000061498,GMW000000057326,2,1997-06-01T12:00:00+02:00,,,,,,,,,,,,,45,mg/l,,,,,,,,,,,,,,,,
GAR000000040262,GMW000000038749,1,1997-06-12T13:00:00+02:00,2.984,mg/l,,,0.014,mg/l,,,,,0.062,mg/l,6.097,mg/l,22.286,mg/l,,,5.916,mg/l,3.574,mg/l,5.426,mg/l,2.151,mg/l,11,ug/l,107,ug/l
GAR000000016319,GMW000000038823,3,1997-08-07T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000036463,GMW000000038889,3,1997-08-14T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000001186,GMW000000050008,1,1997-08-22T12:00:00+02:00,0.02,mg/l,,,1.55,mg/l,,,,,0.84,mg/l,83.59,mg/l,1.53,mg/l,,,57.14,mg/l,8.75,mg/l,62.99,mg/l,10.63,mg/l,9383,ug/l,282,ug/l
GAR000000027906,GMW000000038878,1,1997-08-26T13:00:00+02:00,0.21,mg/l,,,17.709,mg/l,,,,,1.381,mg/l,114.433,mg/l,156.001,mg/l,,,208.689,mg/l,56.764,mg/l,70.947,mg/l,165.901,mg/l,21636,ug/l,2142,ug/l
GAR000000005037,GMW000000037723,1,1997-09-22T12:00:00+02:00,0.11,mg/l,0.006,mg/l,13.22,mg/l,,,0.05,mg/l,0.1,mg/l,1900,mg/l,5,mg/l,,,360,mg/l,84,mg/l,920,mg/l,27,mg/l,14000,ug/l,1500,ug/l
GAR000000024922,GMW000000038645,3,1997-10-07T13:00:00+02:00,0.028,mg/l,,,1.723,mg/l,,,,,0.062,mg/l,1072.823,mg/l,0.096,mg/l,,,445.818,mg/l,44.609,mg/l,253.649,mg/l,3.441,mg/l,30343,ug/l,652,ug/l
GAR000000022708,GMW000000038561,2,1997-10-09T13:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
